date,location,category,channel,product_name,quantity,unit_price,revenue
2026-08-28,Denver,Beauty,Online,Nail Polish,17,58.73,998.41
2025-10-01,Seattle,Home & Garden,In-Store,Area Rug,9,41.04,369.36
2026-06-20,Austin,Sports & Outdoors,Online,Bike Helmet,8,182.18,1457.44
2024-08-09,Austin,Books,Marketplace,Self-Help Guide,15,24.16,362.4
2024-01-13,Chicago,Grocery,Online,Dark Chocolate,12,4.75,57.0
2024-07-17,New York,Home & Garden,In-Store,Storage Bin,6,21.51,129.06
2025-01-26,Seattle,Beauty,Wholesale,Perfume,19,41.32,785.08
2024-04-24,Boston,Toys,Online,Board Game,12,46.02,552.24
2024-03-08,Chicago,Electronics,Online,Laptop Stand,19,202.41,3845.79
2024-02-22,New York,Books,In-Store,Self-Help Guide,19,39.61,752.59
2026-04-29,Houston,Books,Marketplace,Graphic Novel,15,21.83,327.45
2024-10-08,Chicago,Sports & Outdoors,In-Store,Camping Tent,7,196.71,1376.97
2025-04-09,Miami,Apparel,Online,Rain Jacket,6,67.54,405.24
2025-02-25,Atlanta,Toys,Marketplace,Card Game,1,50.14,50.14
2025-07-28,Denver,Electronics,Online,Wireless Earbuds,5,72.9,364.5
2026-05-15,Chicago,Books,Wholesale,Cookbook,4,24.24,96.96
2026-03-01,Chicago,Beauty,Online,Nail Polish,11,35.93,395.23
2026-07-17,Houston,Electronics,Online,Smartphone Case,11,286.58,3152.38
2024-01-31,Los Angeles,Books,In-Store,Biography,15,33.06,495.9
2024-02-28,Houston,Sports & Outdoors,Online,Water Bottle,18,120.41,2167.38
2024-01-13,Denver,Grocery,Online,Organic Coffee,3,12.69,38.07
2025-06-09,Los Angeles,Home & Garden,Wholesale,Cutting Board,1,18.0,18.0
2025-11-30,Atlanta,Grocery,Online,Trail Mix,16,9.46,151.36
2024-02-14,Denver,Toys,Online,Building Blocks,4,31.51,126.04
2025-09-28,Boston,Beauty,Online,Face Mask,8,25.89,207.12
2024-12-13,Chicago,Beauty,Online,Sunscreen SPF50,17,28.04,476.68
2026-03-23,Los Angeles,Apparel,Online,Graphic Hoodie,5,11.42,57.1
2025-11-29,Phoenix,Sports & Outdoors,Marketplace,Dumbbell Set,11,201.79,2219.69
2024-07-17,Chicago,Beauty,Online,Sunscreen SPF50,13,18.6,241.8
2026-03-13,Houston,Beauty,Marketplace,Face Mask,10,9.97,99.7
2025-11-26,Phoenix,Grocery,Wholesale,Trail Mix,15,14.79,221.85
2025-04-02,Miami,Grocery,In-Store,Dark Chocolate,12,14.26,171.12
2025-10-23,Los Angeles,Beauty,Wholesale,Face Mask,3,7.06,21.18
2024-04-03,Atlanta,Grocery,Online,Trail Mix,14,8.66,121.24
2026-07-03,Houston,Books,In-Store,Graphic Novel,15,24.75,371.25
2024-10-12,Boston,Toys,In-Store,Board Game,3,87.23,261.69
2025-09-03,Seattle,Sports & Outdoors,In-Store,Camping Tent,12,151.92,1823.04
2024-10-03,Houston,Home & Garden,Wholesale,Cutting Board,15,102.92,1543.8
2024-12-18,Phoenix,Books,Online,Mystery Novel,19,13.63,258.97
2025-03-18,Boston,Apparel,Online,Graphic Hoodie,19,23.52,446.88
2024-08-01,Houston,Home & Garden,In-Store,Ceramic Planter,6,89.84,539.04
2024-07-08,Los Angeles,Toys,Online,Toy Drone,13,80.85,1051.05
2025-04-13,Houston,Apparel,Online,Running Shoes,18,75.9,1366.2
2024-07-04,Los Angeles,Toys,Online,Card Game,5,65.27,326.35
2026-01-11,Seattle,Toys,Online,Art Set,19,51.33,975.27
2025-09-12,Boston,Electronics,Marketplace,Laptop Stand,7,151.43,1060.01
2026-07-21,New York,Electronics,Online,USB-C Charger,9,39.51,355.59
2024-11-26,San Francisco,Sports & Outdoors,In-Store,Fishing Rod,5,133.54,667.7
2025-03-30,Phoenix,Grocery,In-Store,Honey,20,24.95,499.0
2024-01-26,Austin,Books,In-Store,Mystery Novel,2,21.06,42.12
2024-09-10,Seattle,Books,Online,Sci-Fi Novel,9,32.98,296.82
2026-06-07,New York,Books,Marketplace,Mystery Novel,19,9.62,182.78
2025-11-07,Phoenix,Books,Online,Sci-Fi Novel,18,21.44,385.92
2026-06-14,Miami,Grocery,Wholesale,Granola Bars,15,12.04,180.6
2026-01-26,Boston,Apparel,In-Store,Yoga Pants,10,80.42,804.2
2025-06-20,San Francisco,Toys,Marketplace,Stuffed Bear,14,42.04,588.56
2024-06-23,Miami,Home & Garden,In-Store,Cutting Board,10,21.4,214.0
2026-01-13,San Francisco,Books,Marketplace,History Book,3,15.27,45.81
2024-06-25,Seattle,Books,Online,Children's Picture Book,9,29.64,266.76
2025-08-22,Chicago,Apparel,Online,Running Shoes,8,58.13,465.04
2025-12-16,San Francisco,Home & Garden,In-Store,LED Desk Lamp,1,12.43,12.43
2024-10-06,Chicago,Apparel,In-Store,Wool Sweater,1,33.18,33.18
2026-04-29,Seattle,Beauty,In-Store,Nail Polish,16,7.98,127.68
2024-10-30,Austin,Beauty,Wholesale,Moisturizer,13,25.87,336.31
2026-07-02,Miami,Toys,In-Store,Art Set,8,54.45,435.6
2025-10-30,Atlanta,Apparel,Marketplace,Baseball Cap,10,40.24,402.4
2026-04-16,Atlanta,Grocery,Wholesale,Trail Mix,13,23.44,304.72
2025-02-07,Seattle,Books,Online,Travel Guide,9,22.86,205.74
2026-08-08,San Francisco,Electronics,Online,Portable SSD,17,239.86,4077.62
2026-08-06,Denver,Toys,Online,Remote Control Car,11,79.96,879.56
2025-07-04,Boston,Home & Garden,Online,LED Desk Lamp,10,107.45,1074.5
2024-05-27,Chicago,Books,In-Store,History Book,17,23.09,392.53
2025-03-17,Phoenix,Books,In-Store,Biography,5,12.5,62.5
2024-06-23,San Francisco,Apparel,In-Store,Graphic Hoodie,14,85.47,1196.58
2025-01-24,Atlanta,Books,In-Store,Self-Help Guide,9,8.15,73.35
2024-02-08,Phoenix,Books,Online,Children's Picture Book,14,13.67,191.38
2025-07-11,Los Angeles,Sports & Outdoors,Online,Water Bottle,2,50.74,101.48
2024-04-21,Houston,Sports & Outdoors,Online,Soccer Ball,1,198.34,198.34
2025-05-28,Phoenix,Apparel,In-Store,Graphic Hoodie,13,38.77,504.01
2024-10-23,Miami,Toys,In-Store,Action Figure,12,17.21,206.52
2024-07-16,Denver,Toys,Online,Remote Control Car,11,12.28,135.08
2026-09-03,Boston,Grocery,Wholesale,Dark Chocolate,12,12.46,149.52
2024-07-23,Los Angeles,Sports & Outdoors,Wholesale,Bike Helmet,19,194.74,3700.06
2026-09-05,Atlanta,Books,Online,Cookbook,12,38.97,467.64
2024-07-27,Seattle,Grocery,Wholesale,Dark Chocolate,8,17.11,136.88
2025-06-30,Seattle,Toys,In-Store,Play Kitchen,3,44.97,134.91
2025-09-06,Atlanta,Home & Garden,Online,Wall Clock,2,127.73,255.46
2024-11-09,Chicago,Apparel,Online,Baseball Cap,14,89.28,1249.92
2026-03-31,Austin,Books,Wholesale,Travel Guide,19,13.47,255.93
2025-05-11,Seattle,Beauty,In-Store,Lip Balm,12,50.84,610.08
2024-02-19,Seattle,Books,In-Store,Self-Help Guide,20,36.25,725.0
2025-09-13,Chicago,Apparel,In-Store,Cotton T-Shirt,16,78.75,1260.0
2024-07-11,San Francisco,Electronics,Marketplace,Smart Watch,5,295.29,1476.45
2026-03-31,Los Angeles,Books,Wholesale,Children's Picture Book,4,32.6,130.4
2026-01-18,Denver,Toys,Online,Puzzle 500pc,9,81.52,733.68
2024-07-06,Phoenix,Grocery,Marketplace,Pasta,9,11.59,104.31
2025-10-09,Los Angeles,Home & Garden,Online,Ceramic Planter,14,79.37,1111.18
2024-06-08,Houston,Sports & Outdoors,Wholesale,Soccer Ball,12,17.66,211.92
2025-11-20,Austin,Beauty,Online,Shampoo,5,22.09,110.45
2026-08-25,New York,Apparel,Online,Rain Jacket,16,35.31,564.96
2026-06-24,Atlanta,Beauty,Online,Moisturizer,6,7.43,44.58
2024-10-13,Phoenix,Beauty,Online,Perfume,12,6.76,81.12
2025-06-11,Austin,Toys,In-Store,Building Blocks,8,85.1,680.8
2025-04-21,Atlanta,Electronics,Wholesale,Smart Watch,19,218.71,4155.49
2024-07-26,Phoenix,Electronics,Online,Smartphone Case,10,325.84,3258.4
2025-07-24,Denver,Apparel,Online,Cotton T-Shirt,16,16.37,261.92
2024-05-12,Atlanta,Home & Garden,Online,Garden Hose,8,169.58,1356.64
2024-12-17,Atlanta,Books,In-Store,Poetry Collection,16,21.39,342.24
2025-05-02,Seattle,Beauty,Online,Makeup Brush Set,5,28.85,144.25
2026-08-18,San Francisco,Sports & Outdoors,Online,Bike Helmet,4,70.5,282.0
2025-11-30,Seattle,Apparel,Online,Running Shoes,4,37.54,150.16
2024-05-10,Houston,Sports & Outdoors,Marketplace,Soccer Ball,19,166.44,3162.36
2024-12-20,Boston,Beauty,In-Store,Lip Balm,5,57.86,289.3
2025-08-06,Houston,Electronics,Marketplace,Bluetooth Speaker,8,228.26,1826.08
2025-10-21,Chicago,Electronics,In-Store,Mechanical Keyboard,18,340.77,6133.86
2024-08-08,Chicago,Toys,Marketplace,Play Kitchen,15,45.74,686.1
2026-07-30,Denver,Apparel,Marketplace,Running Shoes,2,27.23,54.46
2024-09-05,Los Angeles,Apparel,Online,Ankle Socks,15,38.16,572.4
2026-04-01,Boston,Toys,In-Store,Action Figure,3,85.71,257.13
2024-02-04,Austin,Home & Garden,Online,LED Desk Lamp,6,177.11,1062.66
2026-05-04,Denver,Grocery,Online,Almond Butter,1,18.49,18.49
2024-10-24,Seattle,Beauty,Online,Shampoo,7,25.97,181.79
2025-03-04,Chicago,Beauty,In-Store,Shampoo,19,49.27,936.13
2025-04-19,Chicago,Apparel,Online,Rain Jacket,1,62.94,62.94
2024-06-09,Boston,Home & Garden,Online,Throw Pillow,17,50.63,860.71
2026-07-31,New York,Books,Marketplace,History Book,17,36.78,625.26
2026-07-26,San Francisco,Books,In-Store,History Book,4,8.86,35.44
2024-02-14,Miami,Sports & Outdoors,Marketplace,Hiking Backpack,7,18.29,128.03
2026-01-18,Atlanta,Electronics,Online,Wireless Earbuds,5,129.61,648.05
2025-07-18,Boston,Grocery,Marketplace,Trail Mix,10,11.26,112.6
2025-10-31,Boston,Grocery,Online,Olive Oil,10,24.17,241.7
2024-08-13,Phoenix,Electronics,Online,USB-C Charger,14,228.64,3200.96
2025-06-25,Seattle,Home & Garden,Online,Cutting Board,14,155.46,2176.44
2024-12-06,San Francisco,Beauty,Online,Moisturizer,14,45.15,632.1
2026-02-13,San Francisco,Apparel,In-Store,Leather Belt,11,92.64,1019.04
2025-11-21,San Francisco,Apparel,Online,Graphic Hoodie,16,42.44,679.04
2025-02-22,Austin,Grocery,Marketplace,Almond Butter,12,23.0,276.0
2025-04-03,New York,Toys,Online,Art Set,8,65.25,522.0
2025-06-12,Chicago,Toys,In-Store,Remote Control Car,13,67.89,882.57
2026-06-27,Los Angeles,Beauty,Online,Lip Balm,6,14.3,85.8
2026-07-28,Los Angeles,Home & Garden,In-Store,Wall Clock,11,70.03,770.33
2025-02-27,Boston,Toys,In-Store,Board Game,8,46.71,373.68
2024-02-28,Los Angeles,Electronics,Online,4K Monitor,14,117.81,1649.34
2025-05-13,Boston,Home & Garden,Online,Patio Chair,3,47.52,142.56
2026-03-08,Denver,Home & Garden,In-Store,Throw Pillow,4,12.74,50.96
2025-11-18,Atlanta,Sports & Outdoors,Marketplace,Bike Helmet,10,197.42,1974.2
2026-01-03,Chicago,Sports & Outdoors,Online,Soccer Ball,12,16.92,203.04
2025-04-16,Seattle,Beauty,Marketplace,Face Mask,18,18.58,334.44
2025-04-24,San Francisco,Grocery,Online,Dark Chocolate,2,23.19,46.38
2026-08-31,Boston,Sports & Outdoors,Online,Resistance Bands,20,15.05,301.0
2025-02-05,Chicago,Books,Online,History Book,13,21.22,275.86
2025-12-01,Phoenix,Grocery,In-Store,Dark Chocolate,8,11.92,95.36
2024-06-11,Atlanta,Electronics,Online,Smart Watch,17,151.84,2581.28
2026-03-17,Miami,Toys,Online,Building Blocks,19,21.18,402.42
2025-08-02,Denver,Grocery,In-Store,Pasta,6,10.67,64.02
2025-10-09,Chicago,Home & Garden,Online,Garden Hose,6,92.93,557.58
2025-04-29,Miami,Beauty,Marketplace,Sunscreen SPF50,20,43.85,877.0
2024-09-14,Boston,Electronics,Online,4K Monitor,8,99.86,798.88
2026-09-06,Seattle,Grocery,Online,Green Tea,12,4.3,51.6
2025-01-22,Austin,Beauty,In-Store,Face Mask,3,34.62,103.86
2026-02-03,Miami,Grocery,Marketplace,Pasta,13,19.43,252.59
2024-09-17,Chicago,Books,Online,Graphic Novel,9,26.93,242.37
2025-06-16,Atlanta,Electronics,Wholesale,USB-C Charger,20,135.68,2713.6
2024-11-02,Austin,Grocery,Online,Dark Chocolate,3,7.28,21.84
2024-08-28,Miami,Beauty,Wholesale,Facial Cleanser,8,42.94,343.52
2026-01-28,Houston,Apparel,In-Store,Graphic Hoodie,4,42.37,169.48
2025-10-22,Boston,Sports & Outdoors,Online,Resistance Bands,3,178.95,536.85
2025-09-16,Boston,Sports & Outdoors,In-Store,Sleeping Bag,8,142.64,1141.12
2024-01-29,Atlanta,Electronics,Marketplace,Bluetooth Speaker,6,326.68,1960.08
2024-01-07,Houston,Apparel,Online,Baseball Cap,12,23.69,284.28
2026-08-08,Denver,Home & Garden,Online,Garden Hose,5,46.76,233.8
2024-10-25,Seattle,Sports & Outdoors,In-Store,Hiking Backpack,7,152.57,1067.99
2024-07-06,Miami,Electronics,Online,Smart Watch,6,177.49,1064.94
2024-02-05,Miami,Sports & Outdoors,In-Store,Camping Tent,14,111.62,1562.68
2026-08-29,Denver,Apparel,Online,Running Shoes,1,86.09,86.09
2025-02-12,Atlanta,Sports & Outdoors,Marketplace,Camping Tent,16,143.48,2295.68
2025-10-16,Austin,Electronics,Online,Wireless Earbuds,4,234.81,939.24
2024-06-27,Seattle,Apparel,Marketplace,Leather Belt,7,79.41,555.87
2025-06-06,Miami,Beauty,Online,Hair Dryer,7,47.91,335.37
2025-05-19,San Francisco,Books,Wholesale,Cookbook,11,16.39,180.29
2024-02-29,Denver,Beauty,Online,Sunscreen SPF50,15,58.68,880.2
2026-07-16,Chicago,Books,In-Store,Mystery Novel,18,38.92,700.56
2026-01-20,New York,Electronics,Online,4K Monitor,8,235.02,1880.16
2024-07-02,Austin,Electronics,Online,Portable SSD,19,229.91,4368.29
2026-05-31,Los Angeles,Sports & Outdoors,Online,Water Bottle,1,15.25,15.25
2025-11-30,Phoenix,Sports & Outdoors,In-Store,Water Bottle,18,59.02,1062.36
2025-11-02,Austin,Toys,In-Store,Remote Control Car,6,36.32,217.92
2025-07-31,Los Angeles,Electronics,Online,Smartphone Case,4,161.28,645.12
2025-01-30,Chicago,Toys,In-Store,Stuffed Bear,7,20.07,140.49
2025-06-01,Los Angeles,Books,In-Store,Mystery Novel,3,20.23,60.69
2026-01-29,Seattle,Apparel,Wholesale,Denim Jeans,15,77.14,1157.1
2024-07-12,Denver,Grocery,Online,Pasta,11,4.2,46.2
2024-06-23,Chicago,Grocery,Online,Sparkling Water,8,19.93,159.44
2026-04-06,Denver,Home & Garden,In-Store,Ceramic Planter,3,92.17,276.51
2024-01-13,Atlanta,Toys,Marketplace,Board Game,10,85.42,854.2
2024-03-03,Los Angeles,Toys,In-Store,Board Game,9,71.46,643.14
2024-09-22,Boston,Toys,Online,Building Blocks,11,6.22,68.42
2024-08-26,Miami,Toys,Online,Remote Control Car,16,43.51,696.16
2026-01-21,Phoenix,Books,Online,History Book,20,23.24,464.8
2025-02-06,Atlanta,Electronics,In-Store,Portable SSD,1,232.89,232.89
2024-12-01,New York,Beauty,Online,Hair Dryer,17,17.01,289.17
2025-10-18,Boston,Electronics,Wholesale,Bluetooth Speaker,15,70.94,1064.1
2024-04-30,Austin,Books,Online,Self-Help Guide,6,25.64,153.84
2024-03-05,New York,Sports & Outdoors,Online,Water Bottle,3,167.8,503.4
2025-06-30,New York,Sports & Outdoors,Online,Resistance Bands,7,188.46,1319.22
2024-11-06,Denver,Electronics,In-Store,Bluetooth Speaker,12,24.87,298.44
2026-05-01,San Francisco,Electronics,Online,Mechanical Keyboard,16,228.74,3659.84
2025-02-06,Los Angeles,Beauty,In-Store,Makeup Brush Set,15,6.75,101.25
2026-07-23,San Francisco,Beauty,Wholesale,Perfume,15,35.74,536.1
2026-03-15,Atlanta,Grocery,In-Store,Granola Bars,6,22.57,135.42
2025-10-11,Boston,Beauty,In-Store,Facial Cleanser,20,5.41,108.2
2025-11-04,Atlanta,Beauty,Online,Perfume,8,34.37,274.96
2026-08-29,New York,Apparel,Wholesale,Ankle Socks,4,94.72,378.88
2025-03-02,Austin,Beauty,Online,Nail Polish,13,30.02,390.26
2024-01-30,San Francisco,Apparel,Online,Ankle Socks,19,42.72,811.68
2024-11-09,New York,Apparel,In-Store,Leather Belt,4,47.14,188.56
2024-02-11,Boston,Toys,Marketplace,Puzzle 500pc,15,69.7,1045.5
2024-12-24,Atlanta,Home & Garden,Online,Throw Pillow,1,52.77,52.77
2025-11-03,Boston,Sports & Outdoors,In-Store,Resistance Bands,6,102.49,614.94
2024-12-27,Houston,Home & Garden,In-Store,Wall Clock,2,114.94,229.88
2024-08-29,Phoenix,Home & Garden,In-Store,Candle Set,18,90.63,1631.34
2025-09-26,Boston,Toys,Online,Play Kitchen,15,86.41,1296.15
2025-10-04,Atlanta,Sports & Outdoors,In-Store,Hiking Backpack,16,197.27,3156.32
2025-09-19,Austin,Electronics,Wholesale,Smartphone Case,1,314.58,314.58
2025-09-12,Miami,Sports & Outdoors,Online,Soccer Ball,14,51.04,714.56
2025-04-10,Phoenix,Beauty,In-Store,Sunscreen SPF50,9,11.58,104.22
2024-12-21,Miami,Sports & Outdoors,Online,Soccer Ball,13,177.17,2303.21
2025-04-09,Denver,Home & Garden,Online,Garden Hose,18,80.77,1453.86
2026-06-06,Chicago,Grocery,In-Store,Pasta,11,24.39,268.29
2024-02-27,Phoenix,Sports & Outdoors,Marketplace,Hiking Backpack,13,142.46,1851.98
2024-04-29,Seattle,Apparel,Online,Baseball Cap,9,75.82,682.38
2025-12-06,Los Angeles,Beauty,Online,Lip Balm,7,18.3,128.1
2025-06-24,Seattle,Toys,Online,Remote Control Car,6,73.18,439.08
2024-10-09,Houston,Grocery,Online,Pasta,15,2.74,41.1
2026-06-24,San Francisco,Beauty,Marketplace,Nail Polish,4,45.45,181.8
2024-04-17,Phoenix,Beauty,Marketplace,Shampoo,5,8.71,43.55
2025-08-04,Phoenix,Books,Marketplace,Biography,9,16.67,150.03
2025-06-28,Atlanta,Toys,Online,Toy Drone,3,59.07,177.21
2024-04-22,Atlanta,Beauty,Marketplace,Lip Balm,13,17.31,225.03
2025-02-21,Chicago,Toys,In-Store,Puzzle 500pc,4,88.21,352.84
2024-10-22,Atlanta,Beauty,In-Store,Makeup Brush Set,9,41.0,369.0
2025-03-27,Denver,Home & Garden,Marketplace,Patio Chair,15,39.5,592.5
2026-06-22,Houston,Sports & Outdoors,In-Store,Bike Helmet,20,139.85,2797.0
2026-05-24,Atlanta,Books,In-Store,Biography,4,18.88,75.52
2026-08-24,Boston,Electronics,Online,Wireless Earbuds,4,102.47,409.88
2024-06-30,Houston,Apparel,Marketplace,Graphic Hoodie,16,84.86,1357.76
2024-11-28,San Francisco,Sports & Outdoors,Wholesale,Yoga Mat,18,46.02,828.36
2025-02-18,New York,Sports & Outdoors,In-Store,Camping Tent,3,39.47,118.41
2024-11-11,Austin,Beauty,In-Store,Shampoo,13,56.63,736.19
2024-01-14,Atlanta,Sports & Outdoors,Online,Yoga Mat,9,142.7,1284.3
2024-01-28,Austin,Grocery,In-Store,Green Tea,13,4.63,60.19
2025-09-13,Atlanta,Grocery,Online,Dark Chocolate,15,23.0,345.0
2025-12-17,Los Angeles,Apparel,In-Store,Running Shoes,16,60.0,960.0
2024-09-29,San Francisco,Electronics,Online,Mechanical Keyboard,3,299.58,898.74
2024-06-17,San Francisco,Books,In-Store,Cookbook,4,10.55,42.2
2024-02-15,Chicago,Toys,In-Store,Building Blocks,7,12.84,89.88
2026-08-08,New York,Electronics,Online,4K Monitor,16,70.29,1124.64
2024-03-02,Houston,Grocery,In-Store,Honey,4,23.29,93.16
2024-05-24,Phoenix,Grocery,In-Store,Olive Oil,20,14.6,292.0
2026-04-13,Boston,Toys,In-Store,Building Blocks,13,57.9,752.7
2024-10-19,Phoenix,Books,Online,History Book,2,28.36,56.72
2025-05-02,Phoenix,Apparel,Online,Rain Jacket,13,9.2,119.6
2024-03-10,Chicago,Sports & Outdoors,Online,Sleeping Bag,18,202.64,3647.52
2025-12-26,San Francisco,Toys,Online,Card Game,11,68.15,749.65
2026-02-10,San Francisco,Beauty,In-Store,Makeup Brush Set,14,15.95,223.3
2024-11-17,Miami,Books,Online,Graphic Novel,8,7.95,63.6
2026-05-18,Denver,Books,In-Store,Poetry Collection,20,28.16,563.2
2025-10-02,Boston,Sports & Outdoors,Online,Fishing Rod,16,75.5,1208.0
2025-11-19,San Francisco,Apparel,In-Store,Cotton T-Shirt,20,31.72,634.4
2024-08-30,New York,Apparel,Marketplace,Yoga Pants,8,57.57,460.56
2026-02-24,Austin,Toys,Online,Art Set,5,50.58,252.9
2026-05-25,Atlanta,Grocery,Wholesale,Dark Chocolate,14,18.48,258.72
2025-02-06,San Francisco,Grocery,Online,Granola Bars,15,22.87,343.05
2024-03-31,San Francisco,Electronics,Marketplace,Wireless Mouse,6,44.17,265.02
2026-05-08,Seattle,Beauty,Online,Lip Balm,5,25.26,126.3
2024-12-19,Miami,Beauty,Online,Moisturizer,5,51.86,259.3
2024-11-25,Miami,Beauty,Online,Facial Cleanser,20,39.46,789.2
2025-04-26,Houston,Grocery,Online,Almond Butter,9,16.74,150.66
2025-03-03,San Francisco,Books,Online,Graphic Novel,15,30.85,462.75
2024-09-15,Boston,Toys,Marketplace,Action Figure,16,79.54,1272.64
2026-08-18,San Francisco,Toys,Online,Remote Control Car,6,85.23,511.38
2025-05-18,Boston,Beauty,Marketplace,Sunscreen SPF50,2,8.61,17.22
2026-07-18,Chicago,Toys,Marketplace,Remote Control Car,19,69.13,1313.47
2024-06-14,Phoenix,Home & Garden,In-Store,Patio Chair,14,65.72,920.08
2025-07-31,Seattle,Sports & Outdoors,In-Store,Soccer Ball,19,209.54,3981.26
2024-02-08,New York,Electronics,Marketplace,Smartphone Case,17,128.71,2188.07
2026-01-01,New York,Books,In-Store,Mystery Novel,3,18.3,54.9
2025-04-26,Phoenix,Apparel,Online,Running Shoes,19,72.36,1374.84
2024-07-25,Austin,Toys,In-Store,Board Game,3,65.4,196.2
2025-03-03,Austin,Books,Online,Travel Guide,6,27.3,163.8
2024-03-01,Chicago,Apparel,In-Store,Rain Jacket,6,9.89,59.34
2026-06-25,New York,Toys,Online,Remote Control Car,8,23.18,185.44
2024-07-12,Los Angeles,Grocery,In-Store,Olive Oil,16,14.09,225.44
2025-09-09,Miami,Books,Online,Children's Picture Book,13,36.76,477.88
2026-09-04,Austin,Sports & Outdoors,In-Store,Hiking Backpack,10,31.51,315.1
2024-09-08,Los Angeles,Apparel,Marketplace,Leather Belt,13,12.2,158.6
2024-03-29,New York,Sports & Outdoors,In-Store,Hiking Backpack,12,71.29,855.48
2024-07-04,Seattle,Beauty,In-Store,Shampoo,14,7.04,98.56
2025-07-07,Houston,Electronics,Online,Smart Watch,16,320.05,5120.8
2026-08-10,Atlanta,Electronics,Wholesale,Smartphone Case,2,209.42,418.84
2025-04-13,Austin,Grocery,Wholesale,Trail Mix,14,13.47,188.58
2025-04-12,Houston,Books,Marketplace,Poetry Collection,11,32.25,354.75
2024-02-29,San Francisco,Grocery,Online,Sparkling Water,11,16.2,178.2
2025-12-13,Miami,Sports & Outdoors,Online,Resistance Bands,11,179.24,1971.64
2024-02-21,San Francisco,Beauty,Marketplace,Shampoo,4,10.04,40.16
2024-08-28,Denver,Home & Garden,Online,Storage Bin,11,73.15,804.65
2024-09-12,Denver,Electronics,In-Store,Portable SSD,5,79.37,396.85
2025-11-01,Houston,Sports & Outdoors,Online,Camping Tent,3,75.38,226.14
2025-01-20,Austin,Toys,Marketplace,Action Figure,15,7.92,118.8
2025-03-26,Seattle,Beauty,Online,Facial Cleanser,14,4.8,67.2
2024-10-31,San Francisco,Beauty,In-Store,Moisturizer,4,45.8,183.2
2026-07-15,Boston,Beauty,Online,Perfume,4,56.22,224.88
2025-04-09,Miami,Grocery,Wholesale,Sparkling Water,9,17.2,154.8
2025-08-03,New York,Books,Online,Self-Help Guide,10,8.77,87.7
2026-01-28,Chicago,Toys,Online,Toy Drone,2,19.25,38.5
2024-06-13,Denver,Toys,Online,Play Kitchen,15,70.55,1058.25
2025-07-26,Chicago,Toys,In-Store,Play Kitchen,17,88.85,1510.45
2024-11-03,Atlanta,Apparel,Marketplace,Ankle Socks,19,90.97,1728.43
2024-03-09,Seattle,Toys,In-Store,Puzzle 500pc,11,58.5,643.5
2025-03-18,Seattle,Beauty,In-Store,Nail Polish,10,59.91,599.1
2024-09-21,Chicago,Beauty,Online,Nail Polish,19,4.33,82.27
2026-06-18,Chicago,Apparel,Online,Yoga Pants,5,93.11,465.55
2024-01-10,Miami,Grocery,Online,Trail Mix,9,13.36,120.24
2024-12-20,Denver,Apparel,In-Store,Graphic Hoodie,16,60.12,961.92
2026-02-05,Atlanta,Electronics,Online,Bluetooth Speaker,15,329.53,4942.95
2026-01-30,Boston,Sports & Outdoors,Online,Fishing Rod,11,199.78,2197.58
2025-04-17,Austin,Home & Garden,Online,Candle Set,10,123.23,1232.3
2025-03-09,Atlanta,Books,In-Store,Mystery Novel,9,30.13,271.17
2024-01-13,Los Angeles,Electronics,Online,USB-C Charger,8,237.31,1898.48
2024-10-01,Denver,Books,Online,Graphic Novel,3,19.72,59.16
2025-10-25,San Francisco,Toys,Marketplace,Toy Drone,16,35.01,560.16
2026-02-17,Austin,Home & Garden,Wholesale,Candle Set,7,157.76,1104.32
2024-12-29,Atlanta,Grocery,Marketplace,Trail Mix,11,23.17,254.87
2025-01-02,Seattle,Electronics,In-Store,Mechanical Keyboard,17,38.53,655.01
2024-03-23,Austin,Books,Online,Cookbook,14,29.35,410.9
2025-08-02,Miami,Grocery,Wholesale,Green Tea,10,24.55,245.5
2024-01-15,Austin,Sports & Outdoors,Online,Fishing Rod,9,95.54,859.86
2026-07-17,San Francisco,Toys,Online,Card Game,14,15.79,221.06
2024-07-10,Houston,Apparel,In-Store,Wool Sweater,14,93.62,1310.68
2025-02-08,San Francisco,Home & Garden,Wholesale,Cutting Board,17,35.26,599.42
2025-03-15,Denver,Grocery,Online,Olive Oil,5,16.75,83.75
2025-07-20,Miami,Books,Marketplace,Sci-Fi Novel,13,26.13,339.69
2025-02-22,Boston,Beauty,In-Store,Perfume,17,39.14,665.38
2024-06-14,Denver,Sports & Outdoors,Online,Camping Tent,8,22.28,178.24
2026-04-30,Phoenix,Books,In-Store,Mystery Novel,13,25.83,335.79
2024-05-16,San Francisco,Home & Garden,Marketplace,Throw Pillow,3,81.73,245.19
2026-07-27,Los Angeles,Sports & Outdoors,Online,Yoga Mat,10,95.13,951.3
2024-04-02,Boston,Electronics,Online,Bluetooth Speaker,4,267.3,1069.2
2025-01-06,Boston,Grocery,Wholesale,Granola Bars,1,21.25,21.25
2024-01-13,Seattle,Toys,Online,Board Game,5,20.6,103.0
2024-12-27,San Francisco,Grocery,Online,Granola Bars,7,16.75,117.25
2025-09-14,San Francisco,Books,Online,Poetry Collection,10,12.48,124.8
2025-12-27,New York,Beauty,Marketplace,Moisturizer,1,50.93,50.93
2026-02-09,Austin,Electronics,Online,USB-C Charger,7,21.19,148.33
